L 0.50000000 0.00000000 0.00000000 2.73922546
. 0.47727273 0.00000000 0.00000000 2.78934765
. 0.45454545 0.00000000 0.00000000 2.83946985
. 0.43181818 0.00000000 0.00000000 2.88959205
. 0.40909091 0.00000000 0.00000000 2.93971424
. 0.38636364 0.00000000 0.00000000 2.98983644
. 0.36363636 0.00000000 0.00000000 3.03995863
. 0.34090909 0.00000000 0.00000000 3.09008083
. 0.31818182 0.00000000 0.00000000 3.14020303
. 0.29545455 0.00000000 0.00000000 3.19032522
. 0.27272727 0.00000000 0.00000000 3.24044742
. 0.25000000 0.00000000 0.00000000 3.29056961
. 0.22727273 0.00000000 0.00000000 3.34069181
. 0.20454545 0.00000000 0.00000000 3.39081401
. 0.18181818 0.00000000 0.00000000 3.44093620
. 0.15909091 0.00000000 0.00000000 3.49105840
. 0.13636364 0.00000000 0.00000000 3.54118059
. 0.11363636 0.00000000 0.00000000 3.59130279
. 0.09090909 0.00000000 0.00000000 3.64142499
. 0.06818182 0.00000000 0.00000000 3.69154718
. 0.04545455 0.00000000 0.00000000 3.74166938
. 0.02272727 0.00000000 0.00000000 3.79179157
G 0.00000000 0.00000000 0.00000000 3.84191377
. 0.01364129 -0.01364129 0.00000000 3.89341773
. 0.02728259 -0.02728259 0.00000000 3.94492170
. 0.04092388 -0.04092388 0.00000000 3.99642566
. 0.05456517 -0.05456517 0.00000000 4.04792963
. 0.06820646 -0.06820646 0.00000000 4.09943359
. 0.08184776 -0.08184776 0.00000000 4.15093756
. 0.09548905 -0.09548905 0.00000000 4.20244152
. 0.10913034 -0.10913034 0.00000000 4.25394549
. 0.12277163 -0.12277163 0.00000000 4.30544945
. 0.13641293 -0.13641293 0.00000000 4.35695342
. 0.15005422 -0.15005422 0.00000000 4.40845738
. 0.16369551 -0.16369551 0.00000000 4.45996134
. 0.17733680 -0.17733680 0.00000000 4.51146531
. 0.19097810 -0.19097810 0.00000000 4.56296927
. 0.20461939 -0.20461939 0.00000000 4.61447324
. 0.21826068 -0.21826068 0.00000000 4.66597720
. 0.23190197 -0.23190197 0.00000000 4.71748117
. 0.24554327 -0.24554327 0.00000000 4.76898513
. 0.25918456 -0.25918456 0.00000000 4.82048910
. 0.27282585 -0.27282585 0.00000000 4.87199306
. 0.28646714 -0.28646714 0.00000000 4.92349703
. 0.30010844 -0.30010844 0.00000000 4.97500099
. 0.31374973 -0.31374973 0.00000000 5.02650495
. 0.32739102 -0.32739102 0.00000000 5.07800892
S0 0.34103231 -0.34103231 0.00000000 5.12951288
. 0.39402154 -0.28419359 0.05683872 5.18591443
. 0.44701077 -0.22735488 0.11367744 5.24231597
. 0.50000000 -0.17051616 0.17051616 5.29871752
. 0.55298923 -0.11367744 0.22735488 5.35511907
. 0.60597846 -0.05683872 0.28419359 5.41152061
S2 0.65896769 0.00000000 0.34103231 5.46792216
. 0.64572038 0.00000000 0.35427962 5.51793859
. 0.63247307 0.00000000 0.36752693 5.56795503
. 0.61922577 0.00000000 0.38077423 5.61797147
. 0.60597846 0.00000000 0.39402154 5.66798790
. 0.59273115 0.00000000 0.40726885 5.71800434
. 0.57948384 0.00000000 0.42051616 5.76802078
. 0.56623654 0.00000000 0.43376346 5.81803721
. 0.55298923 0.00000000 0.44701077 5.86805365
. 0.53974192 0.00000000 0.46025808 5.91807009
. 0.52649461 0.00000000 0.47350539 5.96808652
. 0.51324731 0.00000000 0.48675269 6.01810296
F 0.50000000 0.00000000 0.50000000 6.06811940
